generation,fitness,deleted,nucleic_similarity,avg_protein_score
0,0.11456060606060602,11.333333333333334,0.9936363636363635,1.0
1,0.17137878787878788,15.333333333333334,0.9865993265993267,0.9795979321257526
2,0.20396969696969694,17.0,0.9797643097643096,0.9577892985072745
3,0.23945454545454545,15.333333333333334,0.972929292929293,0.9294063703625755
4,0.2953939393939393,15.333333333333334,0.9663636363636362,0.9084600389983831
5,0.33456060606060606,15.333333333333334,0.9597643097643097,0.8854981113278212
6,0.356090909090909,10.333333333333334,0.9524579124579123,0.8605614867064296
7,0.36987878787878786,11.666666666666666,0.9474410774410774,0.8427474419624493
8,0.41040909090909095,15.666666666666666,0.9403703703703704,0.8265685073049669
9,0.4394393939393941,10.333333333333334,0.9365656565656564,0.810427865167382
10,0.5263030303030304,13.666666666666666,0.917979797979798,0.728497741669571
11,0.6194545454545455,13.0,0.912154882154882,0.7118953991479641
12,0.7226818181818183,11.0,0.905993265993266,0.6896343294190831
13,0.7868333333333332,14.666666666666666,0.9016498316498316,0.6759572106027852
14,0.828560606060606,11.333333333333334,0.8967003367003367,0.6666365796197677
15,0.9030151515151514,15.333333333333334,0.8880134680134683,0.6395474111829932
16,0.948590909090909,12.0,0.8826599326599327,0.6264933173057344
17,0.9897575757575757,15.666666666666666,0.8747474747474748,0.6078484381800892
18,1.058590909090909,11.666666666666666,0.8695622895622895,0.5998648628315094
19,1.142030303030303,12.666666666666666,0.862121212121212,0.5798313817088462
20,1.1655303030303032,14.0,0.8593265993265993,0.5652855575557343
21,1.2297727272727272,15.0,0.8376767676767676,0.5022481194920209
22,1.3107727272727272,12.333333333333334,0.8326936026936028,0.49557079207014904
23,1.4254393939393941,17.333333333333332,0.827878787878788,0.48259305144861725
24,1.5347272727272727,11.333333333333334,0.822929292929293,0.47238955506124264
25,1.616409090909091,11.333333333333334,0.8171717171717171,0.4641464010774472
26,1.698030303030303,16.666666666666668,0.8116835016835017,0.45148567563835057
27,1.7835151515151513,15.0,0.8087878787878787,0.4411474815038854
28,1.8477424242424243,11.333333333333334,0.8028956228956229,0.428765135878042
29,1.9682272727272725,11.666666666666666,0.7980134680134681,0.4171599896265859
30,2.0254999999999996,9.333333333333334,0.794040404040404,0.40922893194614285
31,2.114090909090909,15.666666666666666,0.7852861952861953,0.3978833013889338
32,2.2120757575757577,13.333333333333334,0.7835690235690236,0.3875617624338589
33,2.3246363636363636,13.0,0.7781481481481481,0.37431308280333114
34,2.4448939393939395,17.0,0.7764309764309764,0.3651383709844906
35,2.5118030303030303,13.0,0.7741077441077441,0.35452591019364954
36,2.5780909090909088,16.666666666666668,0.7743434343434344,0.34332700771802155
37,2.6319696969696964,12.666666666666666,0.7716498316498316,0.3366592502778109
38,2.6952121212121214,10.666666666666666,0.7691919191919192,0.33594936639137174
39,2.7000606060606063,12.666666666666666,0.7647474747474746,0.32292773184393764
40,2.760636363636364,13.0,0.7590235690235692,0.3172404765824958
41,2.7773181818181816,13.0,0.7564646464646464,0.30220784880122986
42,2.871893939393939,11.0,0.7515824915824916,0.29181661138536524
43,2.9426515151515154,10.666666666666666,0.7508417508417509,0.2866197810646613
44,2.9708333333333328,13.0,0.7477441077441078,0.27863529917806906
45,3.0064848484848485,13.0,0.7454208754208755,0.27489162658811783
46,3.0213181818181822,11.0,0.7413468013468014,0.2746026914132453
