generation,fitness,deleted,nucleic_similarity,avg_protein_score
0,0.4691969696969697,15.0,0.9905723905723907,1.0
1,0.5118636363636364,16.333333333333332,0.9824579124579125,0.9711217060751897
2,0.614530303030303,16.666666666666668,0.9734343434343433,0.9425317664224396
3,0.6771666666666666,15.333333333333334,0.9651178451178449,0.9202262847743808
4,0.7342727272727272,14.333333333333334,0.9573737373737373,0.896305491553402
5,0.7864545454545455,16.0,0.9521212121212118,0.8865244697646694
6,0.8729848484848485,13.666666666666666,0.947070707070707,0.8738190489998298
7,0.898,18.333333333333332,0.9411111111111111,0.8604777764783306
8,0.995712121212121,14.666666666666666,0.9339730639730638,0.8407600264233169
9,1.0718939393939395,14.333333333333334,0.9278114478114478,0.825279517998815
10,1.2283636363636365,16.333333333333332,0.915959595959596,0.7913234529786863
11,1.343030303030303,15.666666666666666,0.9079124579124581,0.7659963809907572
12,1.4964242424242424,16.0,0.9009427609427608,0.7459988964922516
13,1.5944545454545456,16.0,0.896060606060606,0.7319385107591888
14,1.6570909090909092,13.666666666666666,0.888047138047138,0.7167453957221973
15,1.7121060606060603,13.333333333333334,0.8821212121212122,0.70081611146957
16,1.797212121212121,17.0,0.8785858585858586,0.6894161907431494
17,1.856227272727273,16.0,0.8714814814814815,0.6699148403348492
18,1.917878787878788,17.333333333333332,0.8676430976430978,0.6540370123793269
19,1.9357272727272725,11.333333333333334,0.8624242424242426,0.6385013496734767
20,1.9890454545454548,14.666666666666666,0.85983164983165,0.6261771834401872
21,2.008833333333333,15.666666666666666,0.8556565656565657,0.613123089780249
22,2.0764848484848484,15.666666666666666,0.8491245791245791,0.5971069799678136
23,2.1037424242424243,14.0,0.8431313131313131,0.5780897821641534
24,2.1344393939393944,15.333333333333334,0.8413131313131315,0.5714424396607226
25,2.1380454545454546,16.0,0.8394612794612794,0.5661838329614487
26,2.1554848484848486,22.0,0.8388215488215488,0.5623421273519167
27,2.1519696969696964,14.666666666666666,0.8354882154882155,0.5534783796403332
28,2.194363636363636,14.0,0.8313804713804714,0.5463590694443369
29,2.2274545454545454,15.333333333333334,0.8271717171717171,0.5359038372295476
30,2.2828333333333335,15.0,0.8184175084175086,0.4746835487595041
31,2.389712121212121,13.333333333333334,0.8138383838383838,0.459874505162098
32,2.527848484848485,12.333333333333334,0.8091919191919192,0.44336128850885875
33,2.6188787878787876,12.333333333333334,0.8041750841750842,0.42799223113517404
34,2.725151515151515,14.0,0.7997979797979798,0.4133533581997697
35,2.79580303030303,15.0,0.7935016835016834,0.39810798810569165
36,2.8468939393939396,13.0,0.7883838383838384,0.3885554286022837
37,2.907833333333333,15.666666666666666,0.7879461279461281,0.3790854219694439
38,2.9544999999999995,16.666666666666668,0.785016835016835,0.37194653628859947
39,2.970848484848485,13.0,0.7796969696969697,0.3612384560848048
40,2.9867272727272733,17.666666666666668,0.7795622895622895,0.3648167036146905
41,3.0305909090909093,16.0,0.7754882154882153,0.3562472620095148
42,3.0417727272727277,16.333333333333332,0.7711784511784513,0.35629122060777824
43,3.0691515151515154,13.333333333333334,0.762962962962963,0.34742091632216504
44,3.134424242424243,18.0,0.7577777777777777,0.3385234006418478
45,3.21130303030303,15.666666666666666,0.7573400673400673,0.3350771029768949
46,3.277075757575757,10.0,0.7519528619528618,0.32811076867333383
47,3.320227272727273,15.666666666666666,0.7458922558922558,0.32395422979890603
48,3.3348787878787878,15.0,0.7395959595959596,0.3123962254927674
49,3.3782272727272726,11.0,0.7359932659932659,0.3023844370763832
50,3.4627272727272724,16.0,0.7346127946127946,0.2992460857252433
51,3.4697878787878786,13.0,0.732861952861953,0.2945027556689855
52,3.591166666666666,14.0,0.7327609427609428,0.2909097978578767
53,3.6063181818181818,12.666666666666666,0.7299663299663299,0.29044206061519895
54,3.602606060606061,13.333333333333334,0.7304040404040403,0.28703498794896193
55,3.6079545454545454,13.0,0.7267003367003365,0.28911297777325734
56,3.606818181818182,15.0,0.7242760942760942,0.2768475264259594
57,3.5907727272727272,13.0,0.7227272727272727,0.26668078262952805
58,3.5911060606060605,16.666666666666668,0.7205387205387206,0.2675250812747345
59,3.6325454545454554,18.0,0.7175757575757574,0.26246368654224955
60,3.659590909090909,12.666666666666666,0.7169360269360269,0.25515203995717883
61,3.7143333333333337,17.666666666666668,0.714915824915825,0.2606243274781054
62,3.7571060606060604,15.333333333333334,0.7166329966329966,0.2568256272089491
63,3.7346515151515156,19.0,0.7116161616161616,0.24969134764312206
64,3.7492424242424236,16.333333333333332,0.7092929292929292,0.24615178977910782
65,3.7018939393939387,10.666666666666666,0.7046127946127946,0.23933994419039317
66,3.672181818181818,16.333333333333332,0.7011447811447812,0.2293665213722003
67,3.6903333333333337,10.333333333333334,0.6967003367003365,0.2332428570335444
68,3.7005909090909093,13.333333333333334,0.6936026936026934,0.23063548244121201
69,3.733757575757576,14.666666666666666,0.6915151515151515,0.224894413310186
70,3.7555,14.0,0.6910101010101011,0.22440971448525468
71,3.794954545454546,16.666666666666668,0.6888552188552189,0.22068769720244238
72,3.8545,17.0,0.6906397306397306,0.22332793675836624
73,3.8683484848484846,12.333333333333334,0.6886868686868687,0.21503362712911353
74,3.868318181818182,12.666666666666666,0.687070707070707,0.21477049118735866
75,3.9016969696969697,13.333333333333334,0.6862962962962964,0.20741218533382413
76,3.8933636363636364,18.333333333333332,0.6837710437710438,0.2015432628947069
77,3.8994999999999997,16.333333333333332,0.6817508417508419,0.19798720288734897
78,3.8887121212121207,13.0,0.680909090909091,0.19453843371218293
79,3.9317575757575756,15.333333333333334,0.6774410774410775,0.1938214184158252
80,3.9413636363636364,13.333333333333334,0.6758922558922559,0.19406445916623505
81,3.927621212121212,15.666666666666666,0.6755892255892255,0.1906226236534457
82,3.9468333333333327,15.0,0.6716161616161617,0.19090427320420145
83,3.9723636363636365,17.333333333333332,0.6708754208754208,0.1901609683984926
84,4.00219696969697,13.0,0.6673737373737373,0.1852615457843445
85,4.021030303030303,12.666666666666666,0.6653198653198653,0.18135418183051769
86,4.038515151515152,12.0,0.6637373737373737,0.18265353318447955
87,4.081378787878788,13.666666666666666,0.6646801346801348,0.1763555384853397
88,4.136469696969697,15.333333333333334,0.6623232323232323,0.17973810803317355
89,4.136818181818182,16.666666666666668,0.6632659932659933,0.17372809049026353
90,4.1335303030303026,14.666666666666666,0.6611447811447813,0.1700146504168573
91,4.138984848484848,14.666666666666666,0.662154882154882,0.17477255480487763
92,4.128575757575757,20.333333333333332,0.6592929292929294,0.16867158211002167
93,4.120954545454546,15.333333333333334,0.6578787878787878,0.16481107802821274
94,4.1281060606060604,14.0,0.6593602693602695,0.15813211774607702
95,4.115712121212121,16.666666666666668,0.6585858585858587,0.16320360213050197
96,4.143984848484849,16.0,0.6553535353535355,0.15361330645858673
97,4.140136363636363,14.0,0.6562626262626262,0.1457470396912043
98,4.180045454545454,12.666666666666666,0.6535690235690236,0.13410543074272727
99,4.194727272727273,15.0,0.6525252525252525,0.13649017066719116
100,4.154287878787879,15.666666666666666,0.6498653198653199,0.13140694892991292
101,4.183636363636364,13.666666666666666,0.6463973063973065,0.1271335409463996
102,4.162969696969697,17.0,0.6476430976430976,0.12199983942976737
103,4.138424242424243,13.666666666666666,0.6473400673400674,0.12102864119960216
104,4.17409090909091,15.666666666666666,0.6470707070707071,0.11160127972809018
105,4.225424242424243,14.666666666666666,0.644915824915825,0.11170830639408706
106,4.2328636363636365,16.0,0.6425925925925927,0.10928736525074734
107,4.287151515151515,13.666666666666666,0.6401010101010102,0.10278065658162146
108,4.304833333333334,14.666666666666666,0.6405387205387205,0.09750591213680904
109,4.332575757575757,17.333333333333332,0.6377441077441078,0.09514907040970515
110,4.278075757575757,11.666666666666666,0.6379124579124579,0.09208421723195333
111,4.295242424242424,12.666666666666666,0.6385185185185185,0.09453740954240188
112,4.310303030303031,13.666666666666666,0.6395286195286195,0.09573570447968079
113,4.383363636363636,15.0,0.6373063973063974,0.09804324473254471
114,4.411803030303029,15.333333333333334,0.6372053872053873,0.09731823817161905
115,4.454393939393939,14.333333333333334,0.6360606060606061,0.09697677617551108
116,4.447787878787879,9.333333333333334,0.6358249158249158,0.09373942078855535
117,4.4760454545454555,13.0,0.6353198653198654,0.08955490987232584
118,4.414378787878788,13.0,0.6332996632996633,0.0821015795766315
119,4.398863636363636,13.666666666666666,0.6343097643097643,0.08631790340401514
120,4.358772727272727,14.0,0.6356902356902357,0.0887767762418288
121,4.4226363636363635,14.333333333333334,0.6341077441077441,0.09241342921721007
122,4.463560606060606,14.666666666666666,0.6343434343434344,0.09208348617478908
123,4.426090909090909,12.666666666666666,0.6371043771043772,0.08884930155176807
124,4.453075757575758,14.0,0.6385521885521886,0.08804234466320827
125,4.452651515151516,16.333333333333332,0.638888888888889,0.0915167279389517
126,4.497151515151515,13.666666666666666,0.6393265993265994,0.0925886776378746
127,4.495515151515151,12.333333333333334,0.6392929292929294,0.08981533098886256
128,4.454999999999999,15.333333333333334,0.6385521885521886,0.09051958874512463
129,4.499363636363636,13.0,0.6403367003367003,0.09358171545737816
130,4.445075757575758,11.0,0.6371043771043771,0.0884315505364935
131,4.445136363636363,13.333333333333334,0.6363636363636365,0.09211697327323565
132,4.4724545454545455,14.0,0.6349831649831651,0.09091992190766396
133,4.452606060606061,13.333333333333334,0.6292929292929293,0.08580369165123314
134,4.4484393939393945,15.0,0.6299326599326599,0.0883703686260056
135,4.515772727272727,17.333333333333332,0.6302356902356903,0.08333301465776956
136,4.474727272727272,16.0,0.6292592592592593,0.08782239240468316
137,4.489287878787878,14.333333333333334,0.6290909090909091,0.07773845545550295
138,4.485772727272727,14.333333333333334,0.6293939393939394,0.07950863492229994
139,4.456984848484848,17.0,0.6248484848484849,0.07167349862250671
140,4.472424242424243,17.0,0.6262962962962964,0.0747933974910626
141,4.4736515151515155,15.666666666666666,0.6253198653198654,0.07424368606209521
142,4.466136363636363,15.666666666666666,0.6261616161616161,0.07758988370234415
143,4.444121212121212,12.0,0.6258585858585858,0.07780906551784482
144,4.428924242424242,14.0,0.6248484848484849,0.08341607088999052
145,4.45489393939394,12.666666666666666,0.623939393939394,0.07944758010275721
146,4.378939393939394,15.666666666666666,0.6251515151515151,0.07660413485873843
147,4.374833333333334,14.333333333333334,0.6246464646464647,0.07769056554541764
148,4.415666666666667,13.333333333333334,0.6257575757575758,0.07751593322398025
149,4.444015151515152,9.666666666666666,0.623905723905724,0.07533305640237187
150,4.495924242424242,15.0,0.6233670033670035,0.07743412031028273
151,4.505151515151515,15.0,0.6214478114478115,0.07635792213316957
152,4.505106060606059,15.666666666666666,0.6252861952861953,0.07899096470564405
153,4.496924242424242,14.0,0.6252861952861952,0.07565005874436104
154,4.521833333333333,12.666666666666666,0.6227272727272727,0.07699538947915002
155,4.532954545454545,14.0,0.624949494949495,0.07691227548729361
156,4.551939393939393,12.0,0.6243771043771045,0.080755124296589
157,4.4835,13.666666666666666,0.6231986531986532,0.07544758706294376
158,4.534530303030302,15.333333333333334,0.623973063973064,0.07815199903442298
159,4.508651515151516,13.666666666666666,0.625016835016835,0.07686087865377624
160,4.541287878787879,11.0,0.6235016835016836,0.07666021951785298
161,4.556727272727273,14.333333333333334,0.6236363636363637,0.07748931491490228
162,4.542378787878788,13.666666666666666,0.6216835016835018,0.07923475544832725
163,4.543833333333333,14.0,0.6202020202020203,0.07871111804472115
164,4.576469696969698,13.0,0.6207744107744108,0.07310302503576739
165,4.6285303030303035,15.333333333333334,0.6198989898989898,0.07299870775815295
166,4.616878787878788,16.0,0.6194949494949495,0.07466044012257529
167,4.68209090909091,18.0,0.6182828282828283,0.07115216648493082
168,4.650833333333334,13.666666666666666,0.6193265993265994,0.07185699105942249
169,4.697090909090909,12.0,0.6223905723905724,0.07186500145745278
170,4.741848484848485,19.0,0.6255892255892256,0.07072329602597881
171,4.7749696969696975,9.333333333333334,0.6224242424242424,0.06751119154616571
172,4.788,11.0,0.6230639730639731,0.07056051810601528
173,4.813166666666667,14.666666666666666,0.621952861952862,0.06602213088899356
174,4.807984848484849,16.0,0.6189562289562289,0.06433500075995968
175,4.842651515151515,15.0,0.6182828282828283,0.06528008792277064
176,4.817151515151515,19.666666666666668,0.6171717171717171,0.07370026894320014
177,4.841818181818183,17.666666666666668,0.6175757575757577,0.07142435565253577
178,4.772772727272727,14.333333333333334,0.616902356902357,0.07633933007423793
179,4.856606060606061,14.0,0.6178114478114478,0.07586845596175168
180,4.896318181818181,11.666666666666666,0.6164309764309764,0.08068997381330371
181,4.911287878787879,15.666666666666666,0.613973063973064,0.08838014048536964
182,4.887333333333333,14.666666666666666,0.6201346801346802,0.09108859753601285
183,4.855348484848485,16.333333333333332,0.6204377104377105,0.08794938312319255
184,4.845560606060606,14.333333333333334,0.6224915824915825,0.08589137503417148
185,4.7941666666666665,15.666666666666666,0.6230639730639731,0.08520023837068813
186,4.722015151515151,16.0,0.6192592592592594,0.08885732041472871
187,4.714939393939393,13.0,0.6222895622895623,0.08793357502935706
188,4.741121212121212,15.333333333333334,0.6217171717171718,0.08046285082501803
189,4.702863636363637,14.666666666666666,0.6222895622895623,0.08199764983698134
190,4.757742424242425,14.666666666666666,0.6232659932659933,0.08421455127970688
191,4.742727272727273,15.333333333333334,0.6236026936026936,0.08736442653549538
192,4.693363636363638,15.666666666666666,0.6236700336700337,0.08441950405520308
193,4.738272727272728,15.666666666666666,0.6243097643097643,0.07961488869527279
194,4.753984848484849,12.333333333333334,0.6257239057239058,0.0835154493727221
195,4.740393939393939,16.333333333333332,0.6264309764309764,0.08455780439880962
196,4.709287878787879,12.666666666666666,0.6242424242424242,0.08809687014101208
197,4.6679393939393945,15.333333333333334,0.6240740740740741,0.0869967245436562
198,4.721530303030303,12.0,0.6257912457912459,0.08243398324867264
199,4.650166666666666,13.333333333333334,0.6250505050505051,0.08411666028926568
200,4.670090909090909,12.333333333333334,0.6258585858585858,0.08809418397822381
201,4.637075757575757,16.333333333333332,0.6235353535353537,0.0853908687209829
202,4.640136363636364,18.0,0.6262289562289562,0.08954465630636259
203,4.733575757575758,16.333333333333332,0.6270370370370372,0.09054598840857063
204,4.7761818181818185,17.333333333333332,0.6255892255892257,0.09111807487949282
205,4.75619696969697,15.666666666666666,0.6271043771043772,0.0942354926745312
206,4.693469696969697,18.333333333333332,0.6232323232323232,0.09271474548550744
207,4.6875606060606065,12.666666666666666,0.621851851851852,0.09138756577878453
208,4.715833333333333,13.333333333333334,0.6248821548821549,0.09294410739548542
209,4.749833333333332,12.333333333333334,0.621851851851852,0.09185636281347974
210,4.772621212121212,18.666666666666668,0.6242087542087541,0.09458266509228773
211,4.806303030303031,16.666666666666668,0.6227946127946128,0.09158439119306495
212,4.806878787878788,13.0,0.6238720538720539,0.09321092451132686
213,4.848530303030304,13.666666666666666,0.6230976430976432,0.08936569414162777
214,4.884151515151515,12.666666666666666,0.6227946127946128,0.09092287619523148
215,4.914530303030303,17.0,0.6256902356902357,0.09118336689626172
216,4.906424242424243,16.666666666666668,0.6244781144781145,0.08741415100544454
217,4.946166666666667,16.0,0.6242760942760944,0.08490636131617875
218,4.907030303030303,11.333333333333334,0.6237710437710439,0.08416248060795622
219,4.989257575757577,16.0,0.6246127946127946,0.0933033577532895
220,4.943545454545454,14.666666666666666,0.6204040404040406,0.09181822547905512
221,4.966363636363637,16.333333333333332,0.6223569023569024,0.08921636979595515
222,4.899757575757577,17.666666666666668,0.6254208754208754,0.08625903722973616
223,4.898742424242425,14.0,0.6245454545454545,0.08683038436314161
224,4.85019696969697,15.333333333333334,0.623939393939394,0.08883592322152127
225,4.831545454545455,13.666666666666666,0.6252861952861953,0.09258399552971212
226,4.795969696969697,14.666666666666666,0.6235353535353535,0.09354309455143943
227,4.839045454545454,19.0,0.6247138047138047,0.09641736131527934
228,4.870757575757575,17.0,0.6232659932659933,0.08878105513444558
229,4.878424242424242,16.333333333333332,0.6224915824915825,0.08662565835259928
230,4.873015151515151,15.333333333333334,0.6207070707070708,0.08550577845458872
231,4.8487878787878795,17.666666666666668,0.6242424242424244,0.08832714040067903
232,4.8385,11.666666666666666,0.6245454545454546,0.08387762070219834
233,4.838515151515152,13.666666666666666,0.6259259259259259,0.08465253503374272
234,4.849015151515151,15.333333333333334,0.6261616161616161,0.07919835071750692
235,4.840060606060606,12.666666666666666,0.6229292929292929,0.07627864657437354
236,4.81,12.666666666666666,0.6226936026936026,0.07239243323796435
237,4.813272727272728,13.666666666666666,0.6212794612794613,0.0686940236608058
238,4.78939393939394,14.0,0.6177104377104378,0.06846081809977864
239,4.757075757575757,14.666666666666666,0.6161952861952861,0.06838268622668807
240,4.776500000000001,20.0,0.6175084175084176,0.06618493301315315
241,4.740787878787879,13.333333333333334,0.6181481481481481,0.0673732593332479
242,4.719757575757575,18.0,0.6177777777777779,0.06938933446530977
243,4.726924242424242,19.666666666666668,0.614006734006734,0.06868245059493172
244,4.7170151515151515,10.0,0.6102020202020202,0.06983627277035037
245,4.751363636363637,16.666666666666668,0.6095286195286196,0.06656482363617496
246,4.719378787878788,13.666666666666666,0.6118518518518519,0.06696103810087708
247,4.747818181818182,19.0,0.6138383838383837,0.07043241949137835
248,4.72660606060606,15.666666666666666,0.6152861952861953,0.07381483263214665
249,4.7327272727272724,18.0,0.619023569023569,0.06983166497879612
250,4.706515151515152,18.333333333333332,0.6220538720538721,0.07328154625507176
251,4.720212121212121,17.333333333333332,0.6218518518518519,0.07635982789597612
252,4.690045454545455,15.0,0.6221548821548822,0.07775653791500017
253,4.710712121212121,15.0,0.6225925925925927,0.08174569155007654
254,4.751787878787879,14.333333333333334,0.6251851851851852,0.07725366069623238
255,4.808136363636364,17.333333333333332,0.6251851851851852,0.0755327431194618
256,4.833500000000001,14.333333333333334,0.6253198653198653,0.07017630633724882
257,4.776363636363636,13.333333333333334,0.6256902356902357,0.07555283480369185
258,4.801121212121212,17.0,0.6252861952861952,0.07801556908131314
259,4.791787878787879,14.0,0.6252188552188552,0.07820814129906407
260,4.833787878787878,13.333333333333334,0.6231986531986532,0.0793469599779034
261,4.807378787878788,16.0,0.6217845117845119,0.08151863432796576
262,4.828181818181818,15.333333333333334,0.6204377104377105,0.08408684371700297
263,4.858242424242424,16.0,0.6216498316498317,0.08570952516561536
264,4.858651515151515,15.666666666666666,0.6219191919191919,0.08487916284463885
265,4.851954545454546,10.666666666666666,0.6243097643097643,0.08902858801673742
266,4.796136363636363,15.333333333333334,0.6202693602693604,0.08686483108680115
267,4.799863636363637,14.0,0.62003367003367,0.07647748381355944
268,4.793606060606059,15.666666666666666,0.6225589225589226,0.07773803921385027
269,4.762045454545454,20.0,0.6216835016835017,0.07655742268239014
270,4.831045454545454,14.666666666666666,0.6194949494949497,0.07429682874423861
271,4.773984848484848,19.666666666666668,0.6196969696969697,0.07719071974685933
272,4.735515151515152,18.0,0.621919191919192,0.07635803762495741
273,4.785893939393939,7.333333333333333,0.6242760942760944,0.07538315955855578
274,4.811136363636364,12.666666666666666,0.6265319865319866,0.07681766665358943
275,4.771303030303031,15.333333333333334,0.6235690235690236,0.07124630644976476
276,4.806212121212121,13.0,0.6210101010101011,0.0689149542470985
277,4.786409090909091,15.333333333333334,0.6204040404040404,0.065218919329032
278,4.760166666666667,14.0,0.6206734006734007,0.0628823856084164
279,4.789090909090909,15.333333333333334,0.617912457912458,0.06135436421101236
280,4.842060606060606,16.666666666666668,0.61996632996633,0.060527512368559515
281,4.863121212121213,13.666666666666666,0.6244107744107744,0.06244327378823666
282,4.851318181818182,16.0,0.6223905723905724,0.06281513346333431
283,4.8420151515151515,11.666666666666666,0.6197643097643099,0.06360754290002792
284,4.858727272727273,12.666666666666666,0.6225589225589226,0.06292219971354475
285,4.821136363636364,14.666666666666666,0.6215488215488215,0.06405440445915787
286,4.860500000000001,17.333333333333332,0.6219191919191919,0.061723194262141644
287,4.77730303030303,14.666666666666666,0.6236026936026936,0.06576778195740103
288,4.842136363636364,15.333333333333334,0.6222558922558923,0.06559286900515267
289,4.844969696969696,9.666666666666666,0.6208754208754209,0.06357734943777156
290,4.824560606060606,16.0,0.6176094276094277,0.06305621538901209
291,4.835560606060606,15.0,0.6194949494949497,0.0599577768178459
292,4.864045454545455,16.333333333333332,0.6202356902356904,0.06354214301127925
293,4.8488030303030305,20.0,0.6177104377104378,0.06140487111666056
294,4.920909090909091,14.333333333333334,0.6180471380471381,0.0680414103130143
295,4.945666666666667,13.666666666666666,0.6205723905723906,0.06818258847215874
296,4.939636363636364,15.333333333333334,0.6191582491582491,0.06869554057534889
297,4.994000000000001,12.333333333333334,0.619090909090909,0.06711884504962706
298,4.981272727272727,14.666666666666666,0.617878787878788,0.0737152230459316
299,4.998772727272727,14.666666666666666,0.6177104377104378,0.06954079659113638
300,4.950575757575758,15.333333333333334,0.6177104377104378,0.06947640129755173
301,5.013166666666667,21.333333333333332,0.6184511784511785,0.06758470714906406
302,4.97060606060606,16.333333333333332,0.620909090909091,0.06497613232268291
303,4.980499999999999,13.333333333333334,0.6200000000000001,0.06084260894082044
304,5.03890909090909,15.666666666666666,0.6217845117845118,0.06227878307543697
305,5.045530303030303,18.0,0.620841750841751,0.061279967511345124
306,5.030757575757575,16.0,0.6210437710437711,0.06197514152126616
307,4.99489393939394,15.666666666666666,0.6220875420875421,0.06690982844131409
308,5.000045454545455,14.666666666666666,0.6214814814814815,0.06917269582149167
309,4.99730303030303,16.0,0.6222558922558923,0.06995910717093451
310,5.014227272727273,13.666666666666666,0.6232659932659933,0.07261899700041326
311,5.07171212121212,15.333333333333334,0.6251515151515151,0.07106950150985004
312,5.116606060606061,19.0,0.6281144781144783,0.0709510404168476
313,5.093348484848485,13.333333333333334,0.6286868686868687,0.06697550048223576
314,5.114106060606059,14.333333333333334,0.6291919191919192,0.06403911659203027
315,5.084484848484848,18.333333333333332,0.6281818181818183,0.06877571225161523
316,5.063318181818181,19.666666666666668,0.6252861952861953,0.07221923042348116
317,5.066984848484849,15.0,0.6307070707070709,0.07392280748529771
